id	comment	country_code	longitude	latitude	name_de	name_fr	synonymous
4717			6.742168	46.655552			Sottens (Emetteur radio), Sottens
4718			8.933333	46.11667			Monteceneri (Emetteur radio), Monteceneri
4719			1.909251	47.902966			Orléans
4720			14.482843	40.695786			Castellammare di Stabia
4721							Africa italiana, Afrique orientale italienne
4722			38.933334	15.333333			Asmara
4723			7.133333	45.95			Val Ferret
4724			7.183333	45.833333			St. Rémy, St-Rémy, Saint-Rémy
4725			46.39655	9.44914			Val di Lei, Valle di Lei
4726			8.20562	46.3063			Passo di Cornera, Kriegalppass
4727			9.478166	46.48683			Campsut
4728			12.479761	41.901431			Palais Chigi
4729			9.026917	46.198494			Bellinzona, Bellinzone
4730			5.978718	45.510963			Kaspisches Meer, Caspienne
4731			31.227777	69.560555			Petsamo, Petsamo (Finlande)
4732			10.45557	44.57594			Canossa, Kanossa
4733			-58.839584	-27.471226			Corrientes
4734			-100.95987	35.536156			Pampa (province d'Argentine), Pampa
4735			-58.657574	-34.554943			Campo de Mayo
4736			-66.85598	-29.4128			La Rioja (Argentine), La Rioja
4737			13.220732	52.4881			Grunewald (b. Berlin)
4738			13.373637	49.73843			Pilsen (Tschechoslowakei)
4739			-68.84405	-32.890182			Mendoza
4740			-68.15	-16.5			La Paz
4741			-67.52764	-16.408916			Chulumani
4742			-75.52767	38.91083			Delaware (Staat), Delaware (Stato), Delaware (Etat)
4743			140.01877	-22.73591			Océanie, Ozeanien, Oceania
4744			5.89873	51.985104			Arnhem
4745			0.116667	52.2			Cambridge
4746			-1.470085	53.38113			Sheffield
4747			-51.21766	-30.034647			Porto Alegre
4748			-51.217697	-30.034632			Rio Grande do Sul (Staat), Rio Grande do Sul (Etat)
4749			-36.55	-5.74			Rio Grande do Norte (Staat), Rio Grande do Norte (Etat)
4750			-2.2167	53.5			Manchester
4751			-51.46281	-25.390722			Guarapuava
4752			-44.17726	-22.540852			Barra Mansa
4753			-44.451336	-22.470966			Resende (Rio de Janeiro), Rezende
4754			9.05389	47.12639			Niederurnen GL
4755			-49.2651	-25.420038			Curitiba (Brasilien)
4756			-43.17793	-22.51125			Petropolis
4757			-43.82734	-22.472025			Barra do Pirai
4759			-72.59624	9.79976			Baranquilla
4760			32.31332	30.31183			Fayed, Fayid
4761			32.908275	24.339091			Niltal, Vallée du Nil
4762	ab 1960 Somalia, vgl. dodis.ch/G4762. Ist ein Zusammenschluss von britisch Somaliland, dodis.ch/G5014 und italienisch Somaliland, dodis.ch/9394		48	6	Somalia (1960- )	Somalie (1960- )	Somaliland, Somalia (1960- )
4763			-75.819167	20.026389			Moncada
4764			-75.830154	20.01693			Santiago de Cuba
4765			-81.18853	23.179857			Varadero
4766			-83.67194	22.412222			Pinar del Rio
4767			-80.224167	25.787778			Miami
4768			-90.06592	25.304304			Golf von Mexiko, Golfe du Mexique, Golfo del Messico
4769			-95.2	16.183332			Salina Cruz
4770			-106.41114	23.249414			Mazatlan
4771			-110.89889	27.918333			Guaymas
4772			-97.46291	20.52706			Poza Rica
4773							
4774			-89.183333	13.683333			San Salvador
4775			8.28183	47.033535			Kriens, Kriens LU
4776			-79.51667	8.983333			Panama (Stadt), Panama (Ville), Panama (Città), Panama City
4777			-79.894444	9.341667			Colón (Panama)
4778			-120.819336	65.91796			Grosser Bärensee, Grand lac de l'Ours, Great Bear Lake
4779			26.41939	-8.885115			Katanga
4780			-73.517044	42.370806			Amherst
4781			-71.38244	42.40721			Massachusetts
4782							Manhattan
4783			28.045278	-26.203611			Witwatersrand
4784			-0.331342	51.4268			Teddington
4785			27.4	-26.4			Blyvooruitzicht
4786			27.766666	-26.1			Krügersdorp
4787			28.463037	-26.390308			Nigel
4788			28.468333	-26.420278			Bird Reef
4789			27.704166	-26.179722			Randfontein
4790			28.498074	-26.307173			Daggafontein
4791							Western Reef
4793							
4794			39.782333	15.179384			Erythräa, Erythrée, Eritrea
4795			39.17278	21.543333			Djiddah, Djeddah, Djedda, Jedda, Jeddah, Dschidda, Gidda, Jidda, Jiddah, Dschiddah
4796			37.906193	-0.023559	Kenia	Kénia	Kenya
4797			32.290276	1.373333	Uganda	Ouganda	
4798			42.12268	9.312555			Harar, Harrar
4799			42.5	11.5			Côte française des Somalis (jusqu'en 1967), Territoire français des Afars et des Issas (1967-1977), Somalie française, Djibouti (dès 1977), Dschibuti
4800			37.291944	12.016667			Tana, Lac
4801			35.51379	12.740813			Nil Bleu
4802			12.506126	44.109325			Diredaua, Dire-Daoua
4803	"Britisches Protektorat bis 1967. 1937 löste die brit. Reg. das Gebiet von Aden aus der Verwaltung von Britisch-Indien und erklärte es zur Kronkolonie, 1963 zum Staat ""Aden"", der sich mit der ""Föderation der arab. Emirate des Süden"" (1959 hervorgegangen aus den Emiraten des früheren Westprotektorats Aden) zur ""Südarabischen Föderation"" zusammenschloss.
1990 erfolgte die Vereinigung mit der Arabischen Republik Jemen, dodis.ch/G948, zur Republik Jemen."		47.5	15.5			Demokratische Volksrepublik Jemen (1967-1990), République populaire Yémen (1967-1990), Aden, Südjemen, Jemen, Yemen, Südarabische Föderation (1962-1967), Fédération d'Arabie du Sud (1962-1967)
4804			-57.811944	-51.695833			Port Stanley
4805			-88.49765	17.189877			Bélice
4806			-58.487488	-34.610554			Delta de la Plata
4807			-84.503056	39.136111			Cincinnati
4808			-84.954167	40.658056			Berne (Indiana, USA)
4809			-85.13935	41.079273			Fort Wayne
4810			-60.5	8.56			Orinoco (Fluss), Orénoque (fleuve), Orinoco (fiume)
4811			-62.719231	8.34535			Caroni (fleuve)
4812			-70.691	7.298			Uribante (fleuve)
4813			-0.3667	39.4667			Valencia
4814			-68.01667	10.466667			Puerto-Cabello
4815			32.301865	31.26529			Port-Saïd
4816			39.44528	15.609167			Massaoua
4817			39.2804	8.453841			Wonji
4818			3.583611	36.264168			Bir-Rabalou
4820			7.05527	46.29854			Villars-sur-Ollon
4821			-119.69819	34.42083			Santa Barbara
4822			-67.59611	10.246944			Maracay
4823			-5.554722	33.895			Meknès
4824			-5	34.033333			Fez
4825			-8.008889	31.63			Marrakesch, Marrakech
4826			14.375416	35.937496			Malte, Malta
4828							Marokko (Spanische Zone), Maroc (Zone espagnole)
4829			-7.618611	33.379166			Nouasseur
4830			-5.92	34.26			Sidi Slimane
4831			8.714722	36.18222			Kef
4832			8.8	35.8667			Ebba-Ksour
4833			-67.03333	10.333333			Los Teques
4834			6.6696	47.0149			Cerneux-Péquignot NE, Cerneux-Péquignot
4835			-63.55	8.1333			Ciudad Bolivar (1846-), Angostura (1764-1846)
4836			-72.23333	7.766667			San Cristobal
4837			-90.53528	14.613333			Ciudad de Guatemala, Guatemala (Stadt), Guatemala (ville), Guatemala-City
4838			34.888077	31.951014			Lydda
4839			36.012165	33.84909			Rayak
4841			106.68809	20.844912			Haiphong, Haïphong
4842			106.42734	20.30571			Roter Fluss, Fleuve rouge
4843							Île de Van-Côc
4844			103.311905	22.368662			Lai-Chau
4845			105.969986	12.86063			Kratié
4846			104.68	21.73			Nord-Vietnam, Nordvietnam, Vietnam/Nord, Demokratische Republik Vietnam, Democratic Republic of Vietnam, DRV, Vietnam du Nord, Vietnam Nord, RDV, République Démocratique du Vietnam
4847			108.96667	10.483334			Süd-Vietnam, Vietnam du Sud, Südvietnam, Vietnam/Sud
4848			-88.583336	15.716667			Puerto Barrios
4849			-86.25139	12.136389			Managua
4850			-87.2333	14.0833			Tegucigalpa
4852			6.140478	46.226564			Völkerbundspalast (Genf), Palais des Nations (Genève), Palace of Nations (Geneva)
4853			7.747937	46.021072			Zermatt
4854			6.116118	47.225555			Saône
4855			46.716667	24.633333			Riad, Riyadh
4856			50.15	26.266666			Dhahran, Dahran, Darhan
4857			49.977715	26.392666			Dammam
4858			47.481766	29.31166	Kuwait	Kuweit	Koweit
4859			55.752224	24.235277			Oase Baraimi, Oasis Baraimi
4860			57	21			Oman, Sultanat de Muscat et Oman (-1970)
4861			58.54	23.61			Masqat, Muskat, Muscat, Maskat
4862	Von 1953 bis 1963 Teil der Zentralafrikanische Föderation, dodis.ch/G9304.		34	-13.5			Malawi (1964- ), Nyassaland ( -1964), Njassaland ( -1964)
4863							
4864			36.2	-3.08			Ostafrika, Ost-Afrika, Afrique orientale
4865			-0.126389	51.504167			Whitehall
4866			-17.485434	14.743417			Yoff
4867			44.3	39.7025			Mont Ararat, Berg Ararat, Ararat
4868			43.260278	35.456389			Assur, Assour
4869			43.328	36.098			Nimrud, Nimroud
4870			42.236244	36.229572			Ninive
4871			47.441389	31.005472			Tigris, Tigre
4872			43.223476	36.510155			Korschabad, Khorsabad
4873			43.34	35.99			Zab
4874			7.345213	47.365746			Delémont, Delsberg
4875			7.34238	47.34602			Rossemaison (BE)
4876			6.139867	46.183136			Carouge
4877			-6.492314	54.787716			Nordirland, Irlande du Nord, Irlanda del Nord, Northern Ireland, Tuaisceart Éireann
4878			14.1167	46.3667			Veldes, Bled
4879			13.766667	44.916668			Brijoni, Veli Brijun, Brioni
4880			19.94498	50.06465			Krakau, Krakow, Krakôw, Cracovie
4881			17.921297	50.675106			Oppeln, Opole
4882			20.48012	53.778423			Allenstein, Olsztyn
4883			15.236931	52.73253			Gorzow
4884			2.6554	48.542107			Melun
4885			137.71301	34.732216			Bujhia, Bougie
4887			34.453594	31.52256			Gaza
4888			7.678161	46.685925			Spiez
4889			48.2934	30.347296			Abadan
4890	Iran		51.667984	32.65463			Isfahan, Esfahan, Ispahan
4891	Iran		52.5837	29.591768			Schiraz, Schiras, Chiraz, Shiraz
4892			10.845147	33.8076			Djerba
4893			10.987461	33.811584			Midoun
4894	Länder allemand du sud-ouest, frontalier de la France, du Luxembourg et de la Belgique dont la capitale est Sarrebruck.		6.9608	49.4047			Saarland, Saargebiet, La Sarre
4895			-79.38319	43.653225			Toronto
4897			-157.85834	21.306944			Honolulu
4898			19.37439	42.70868			Monténégro, Montenegro
4900			9.012893	40.120876			Sardaigne, Sardinien, Sardigna, Sardegna, Sardenya, Sardinia
4901			-94.9167	39.3			Leavenworth
4902			-97.74132	31.195002			Fort Hood (Texas)
4903			-85.956245	37.916103			Fort Knox (Kentucky)
4904			-70.822655	43.96539			New England (USA)
4905			7.745424	47.028004			Sumiswald
4906			86.92154	27.98002			Mount Everest, Everest
4908			79.81588	30.6328			Himalaya
4909			-1.981231	43.318333			Saint-Sébastien
4910			7.929831	46.110603			Saas Fee
4911			8.26854	46.77457			Frutt
4912			7.92134	46.605			Wengen
4913			10.282604	46.787407			Vulpera
4914			8.91679	47.64564			Mammern
4915			74.12399	15.299327			Goa
4916			9.495278	48.412778			Münsingen (Zone d'occupation française)
4917							Afrique du Capricorne (Angola, Mozambique, Rhodésie, Nyassaland )
4919			34.85	-19.833332			Beira
4920			13.533333	-12.366667			Lobito
4922			29.417933	-23.401295			Limpopo
4923			12.150833	-15.195278			Moçamedes
4924			27.4833	-11.6833			Lubumbashi (1966-, Elisabethville (-1966)
4925			23.953646	-17.819342			Zambeze, Zambèze, Sambesi, Zambesi, Zambezi
4926			25.97083	43.85639			Rusciuk
4927			-6.25	53.3333			Dublin
4928			22.929844	42.921677			Dragoman
4929			0.827383	47.388264			Montlouis
4930			0.68	47.3			Touraine
4931			2.583212	49.205166			Senlis
4932			6.902732	46.52638			Châtel Saint-Denis, Châtel-Saint-Denis
4933			10	11			Guinea (1958- ), Guinée française (1898-1958), French Guinea (1898-1958), Französisch-Guinea (1898-1958), Guinea Francese (1898-1958), Guinée (1958- ), Guinée-Conakry, République de Guinée
4934			2.807864	36.479244			Blida
4935			2.801127	48.575315			Aulnoy, Château d'Aunoy
4936			-13.712222	9.509167			Conakry
4939			5.550796	46.67136			Lons Le Saunier
4940			6.232167	46.606026			Sentier, Le Sentier
4941			6.061806	46.48434			Rousses, Les Rousses
4942			6.492921	46.515263			Morges
4943			4.053664	49.4834			Bois d'Alvault, Bois d'Avaux, Bois d'Avault
4944			6.35003	46.48283			Signal de Bougy
4945			7.4808	46.31244			Montana VS
4946			6.64149	46.778217			Yverdon-Les-Bains VD, Yverdon
4947			6.139535	46.53536			Bois d'Amont
4948			6.534401	46.724922			Orbe
4949			46.6658	6.33109			Le Pont
4950			46.58234	6.21141			Brassus, Le Brassus
4951			46.66695	6.31513			Charbonnières, Les Charbonnières
4952			6.192738	46.710087			Mouthe
4953			6.33377	46.5372			Bière
4954			7.120465	46.929344			Murten, Morat
4955			6.665832	46.402496			Lugrin
4956			6.158143	46.446472			Saint-Cergue
4957			2.765	36.640556			Koléa, Colea, Coléa, Kolea
4958			3.042048	36.752888			Rocher noir (Alger), Rocher Noir
4959			7.766667	36.9			Annaba, Bône
4960			51.183884	25.354826			Katar, Qatar
4961			-59	5			Guyana (1966-), Guayana (1966-), Guyane (1966-), Guyanne (1966-), Britisch-Guayana (1831-1966), Guyane britannique (1831-1966), Guyanne britannique (1831-1966), Guyana britannica (1831-1966), British Guiana (1831-1966), Guyane anglaise (1831-1966), Guyanne anglaise (1831-1966), Guayana inglese (1831-1966)
4962			-64.7505	32.3078			Bermudas, Bermuda, Bermude, Bermudes
4963							
4964			20.724167	42.21246			Prizren
4965			20.889336	42.58137			Kosova, Kosovo, Kossovo, Kosowo
4968			43.415	12.656667			Barim, Perim
4969			-149.49367	64.20084			Alaska
4970			-166.58333	53.78333			Aleuten, Aleutine (Isole), Aléoutiennes (Iles)
4971			92.75	12			Andaman (Isole), Andamaninseln, Andaman (Iles)
4972			1.521801	42.506287			Andorra, Andorre
4973			-2.1325	49.216667			Channel Islands, Kanalinseln, Anglo-Normanne (Isole), Anglo-Normandes (Iles), Normannische Inseln, Iles de la Manche
4974			-77.39628	25.03428			Bahamas
4975			50.5577	26.0667			Bahrain, Bahrein, Bahreïn
4976			2.857711	39.53418			"Balearen, Isole
Baleari (Isole), Baléares (Iles)"
4978			90.4336	27.514162	Bhutan	Bhoutan	Drug-yü
4979			-16.629131	28.291563			Kanarische Inseln, Isole Canarie, Kanaren, Canaries, Les Canaries, Canaries (Iles)
4980			-23.605171	15.120142	Kap Verde	Cap Vert (Iles)	Kapverdische Inseln, Capo Verde (Isole di), Cabo Verde, Cap-Vert
4981			147.08333	6.05			Karolineninseln, Karolinen, Isole Caroline, Carolines (Iles)
4982			43.3333	-11.6455			Komoreninseln, Komoren, Isole Comore, Territoire des Comorres, Comores (Iles)
4983			-6.911806	61.892635			Färöer Inseln, Isole Faroer, Iles Faroër, Far-Oer (Iles), Iles Feroes
4984	"Insel im Golf von Guinea, gehört zum Staat Äquatorialguinea
cf. dodis.ch/32531"		8.748117	3.619832			Fernando Pó, Bioko (Insel), Fernando-Po, Fernando Poo
4985			-90.55	-0.666667			Galapagos-Inseln, Isole Galapagos, Galapagos (Iles)
4986			144.79373	13.444304			Guam
4987	1968 Unabhängigkeit		10.267895	1.650801	Äquatorialguinea	Guinée équatoriale	Guinée espagnole, Guinea Equatoriale
4988			-15.180413	11.803749			Guinée portugaise, Guinea-Bissau, Guinée-Bissao, Portugiesisch-Guinea, Guinée Bissau
4989			-53.125782	3.933889			Französisch Guayana, Guayana francese, Guyane française, Guyanne française, Französisch Guyana
4991			-56.027782	3.919305			Guyanne hollandaise, Holländisch Guayana, Surinam, Holländisch Guyana
4992			49.365314	16.930414			Hadramaut, Hadramaout
4993			-155.58278	19.896767			Hawai, Hawai (Isole), Hawaï (Iles)
4994			-10.166667	29.383333			Sidi Ifni, Ifni
4995			79.8167	11.9333			Französisch Indien, India francese, Indes françaises (- 1954: Yanaon, Pondichéry, Karikal, Mahé)
4996			72.87	20.4			Portugiesisch Indien (- 1961), India portugese (- 1961), Indes portugaises (- 1961, Goa, Damao, Diu)
4997			156.58472	50.83556			Kurilen, Curili (Isole), Kouriles (Iles), Kurileninseln
4998			-16.959473	32.760708			Madeira, Madère
4999			145.61667	16.616667			Marianneninseln, Marianne (Isole), Mariannes (Iles)
5000			-139.655833	-9.301667			Marquisen Inseln, Marquise (Isole), Marquises (Iles)
5001			57.5833	-20.3			Mauritius, Maurizius, Maurice (Ile)
5002	"Westlicher Teil der Insel Neuguinea. 1895-1962 niederländische Kolonie, 1963 von Indonesien besetzt.
Vgl. auch Papua-Neuguinea, dodis.ch/G265 und Neuguinea (Insel), dodis.ch/G9309."		138	-4.75			Nouvelle-Guinée occidentale, Nuova Guinea Occidentale, West-Neuguinea, Irian Jaya (1973-2001), West Irian (1963-73), Holländisch Neuguinea (1895-1962), Nouvelle Guinée hollandaise (1895-1962), Nuova Guinea Olandese (1895-1962), Niederländisch-Neuguinea (1895-1962), Nouvelle-Guinée néerlandaise (1895-1962), West-Papua, West Papua
5003			168	-17			Neuhebriden, Neue Ybrides, Nuove Ebridi, Vanuatu (1980- ), Nouvelles Hébrides (Iles, - 1980)
5004			-66.59015	18.220833			Puerto Rico
5005			-15.95	23.7			Rio de Oro
5006	Japanische Inselgruppe		127.6809	26.2124			Ryukyu, Riou Kyou
5007			-56.3159	46.8852			Saint Pierre e Miquelon, Saint-Pierre et Miquelon
5008			12.4167	43.9333			San Marino, Saint-Marin
5009			6.613081	0.18636			Sao Thomé und Príncipe, Sao Tomè e Principe, Sao Tomé-et-Principe
5010			55.491978	-4.679574			Seychellen, Seychelles (Iles)
5011			88.512215	27.532972			Sikkim
5012			-152.0751	-16.7476	Gesellschaftsinseln	Îles de la Société	Isole della Società
5013			53.82374	12.463421			Socotra, Socotra (Iles)
5014	ab 1960 Somalia, vgl. dodis.ch/G4762. Ist ein Zusammenschluss von britisch Somaliland, dodis.ch/G5014 und italienisch Somaliland, dodis.ch/G9394		44.06	9.5			Somaliland (1991-, nicht anerkannt), Britisch Somaliland (1897-1960), Somaliland britannico (1897-1960), Somalie britannique (1897-1960), Somalia britannica (1897-1960)
5015	Britisches Protektorat am Persischen Golf, bestehend aus den Emiraten der späteren Vereinigten Arabischen Emirate. Vgl. dodis.ch/G5017		54	24			Trucial Oman (1853-1971), Trucial States (1853-1971), Trucial Coast (1853-1971), Vertragsküste, Etats de la Trêve, Stati della Tregua, Etats truciaux, Piratenküste, Seeräuberküste, Côte des Pirates
5017			53.8478	23.4241	Vereinigte Arabische Emirate (V.A.E.)	Emirats Arabes Unis (1971-, avant: Trucial States, Trucial Oman, Abu Dhabi, Dubai)	Emirati Arabi Uniti, United Arab Emirates (UAE)
5018			-64.89633	18.335766	Jungfernninseln	Vierges (Iles)	Isole Vergine, Virgin Islands, Iles Vierges
5019	Ab 1964 halb-autonomer Teil von Tansania, dodis.ch/G5025.		39.20264	-6.165917			Sansibar, Zanzibar
5020			-63.0686	18.2206			"Kleine Antillen (brit.), Antille britanniche
britanniche, Petites Antilles anglaises (Anguilla, Barbuda, St-Johns, Dominica, et al.), Antilles britanniques"
5021			-61.58	16.25			Kleine Antillen (franz.), Antille francesi, Petites Antilles françaises (St-Barthélémy, Guadeloupe, Martinique, et al.)
5022			-68.9894	12.1861			Kleine Antillen (niederländ.), Antille olandesi, Petites Antilles hollandaises (Curaçao, Aruba, Bonaire, etc.)
5023			16.483334	59.1			Harpsund
5024			10.395053	63.430515			Trondheim
5025	"Für Tanganyika, vgl. dodis.ch/G4567
Für Sansibar, vgl. dodis.ch/G5019"		35	-6	Tanzania	Tanzanie	République unie de Tanzanie (Fédération de Zanzibar et Tanganyika, dès 1964), Vereinigte Republik von Tansania (Zusammenschluss von Tanganyika und Sansibar ab 1964), Tansanien, Tansania, United Republic of Tanzania
5026			4.735419	36.607952			Kabylie, Kabylei, Kabylia
5027			5.41667	36.58333			Kabylie des Babors
5028			7.433333	36.45			Guelma
5029			2.25	9.5			Dahomey ( -1975), Daomé ( -1975), Benin (1975- )
5031	Cf. aussi Congo français, dodis.ch/G7728 et Congo portugais, dodis.ch/G7701.		21.758663	-4.038333	Belgisch Kongo	Congo-Kinshasa	Repubblica Democratica del Congo, Congo, Kongo
5033			46.82681	10.37762			Inn, En
5034			-0.335246	51.44458			Twickenham
5036	vgl. auch Südrhodesien, dodis.ch/G4449		27.633333	14.116667			Nord-Rhodesien, Rhodésie du Nord, Nordrhodesien, Sambia (1964-), Zambie (1964-), Zambia (1964-)
5037			102.5	4			Westmalaysia, Malaya
5038			25.6	-33.958057			Port Elizabeth
5039	Südafrika		102.5	4			East London
5042			13	52	Weimarer Republik		Weimar (République)
5043			5.279275	52.193375			Soestdijk (Palast), Soestdijk (Palais), Soestdijk (Paleis), Soestdijk
5044			17.638927	59.858562			Upsala, Uppsala
5045			11.047503	59.975			Kjeller (Norwegen), Kjeller (Norvège)
5046			-1.288948	51.601326			Harwell (England), Harwell (Angleterre)
5047			7.074029	46.92761			Lac de Morat, Murtensee, Morat (Lac)
5048			6.131935	49.61162	Luxemburg (Hauptstadt)	Luxembourg (Capitale)	Lussemburgo (Capitale)
5068			48.67062	31.318327			Ahwaz
5069			59.63123	36.272274			Meched
5070			52.5837	29.591768			Shiraz
5071			47.065	34.314167			Kermanshah
5072			50.833611	28.9625			Bushir
5073			46.3	38.066666			Täbris, Tabriz
5074			-61.370975	15.414999			Dominique
5075							Gulhak
5076			8.53811	47.519897			Bülach
5077			24.809269	35.240116			Kreta, Crète, Crete, Creta
5078			24.422606	36.743855			Insel Milos, Milos, Ile Milos
5079			20.50246	38.12227			Zephalonien, Céphalonie
5080			20.489973	38.17317			Argostoli
5081			37.97846	34.075733			Levante, Levant
5108			7.73611	47.44806			Bubendorf
5109			9.451101	46.83367			Ems GR, Domat/Ems
5110			46.98191	9.15342			Engi (Gemeinde)
5111			8.398379	47.000374			Bürgenstock
5112			6.957694	45.206417			Mont-Cenis, Mont-Cénis
5114			9.853611	46.833056			Wolfgang
5115			78.00807	27.17667			Agra
5116			16.339096	47.737793			Wiesen
5117			9.555946	46.749886			Valbella GR
5118			51.667984	32.65463			Isphahan
5119							Gashghai (Stamm)
5128			7.638838	47.332073	Solothurn (Kanton)	Soleure (Canton)	
5129			8.341769	47.271904			Muri (Bezirk)
5130			7.446841	47.021492			Münchenbuchsee
5131			7.461821	47.02164			Hofwil
5150			36.821945	-1.292066			Nairobi
5151			29.3167	-3.3667			Usumbura, Bujumbura
5152			32.581112	0.313611			Kampala
5153			30.895824	-28.530554			Natalprovinz, Natal (Province)
5154			16.476377	48.140926			Schwechat
5155	"Siehe auch:
Vertrag von Saint-Germain (1919) (dodis.ch/R27173)"		2.093761	48.898907			Saint-Germain-en-Laye
5157			26.504644	67.92223			Lappland, Lapon, Laponie
5158			27.0833	68.9			Inari
5159			26.588972	67.416			Sodankylä
5160			25.724998	66.497025			Rovaniemi
5161			19.500278	62.155			Bottnisches Meer
5162			19.915611	60.178524			Aland
5163			22.26663	60.451813			Turku, Åbo
5164			24.85	60.35			Seutula
5165			24.467283	60.99364			Hämeenlinna
5166			21.616512	63.095142			Vaasa
5167			21.797445	61.4852			Pori
5170			26.262337	59.912453			Finnischer Meerbusen, Golfe de Finlande
5171			32.990555	63.15587			Karelien (Republik), Karelien, Karélie (République)
5172							Karelische Frage, Karélie (problème)
5173			28.3	61.083332			Saima (Kanal), Saima (Canal)
5174			21.734849	60.371761			Schären (Archipel)
5175			8.19362	47.61624			Hochrhein
5176			7.627904	47.553772			Birsfelden
5177			7.947874	48.653877			Rheinau
5179			18.074623	46.90906			Siofok
5180			9.46132	47.0374			Sarganser Becken
5201			-3.996166	17.570692			Mali
5202			8.4043	49.014			Republik Baden (bis 1945), Grossherzogtum Baden (-1918/19), Pays de Bade (1918/19-1945)
5203			8.685028	48.881687			Pforzheim (Schwarzwald)
5204			111.25	-7.5			Java (Süd), Java (Sud)
5205			98.6693	3.591541			Medan
5206			109.483333	-6.783333			Tjomal
5208			124.29289	39.87521			Yalu
5210			21	59			Ostsee
5211			126.70521	37.456257			Inchon
5212			126.736626	35.967678			Kunsan
5213			129.07564	35.179554			Busan, Pusan
5214			124.4	40.1			Sinuiju
5215			125.60308	39.593884			Sinanju
5216			128.9	37.75			Kang-Nung
5217							
5219			125.76253	39.03922			Pjöngjang, Pyong Yang, Pyöngyang, Pyongyang
5222							Pays d'outre-mer, Übersee, Überseeländer
5223			6.58478	46.5369			Renens
5241			24.753574	59.436962			Tallinn, Reval, Kalivan
5242			14.30899	46.62794			Klagenfurt
5243			16.298485	48.29253			Klosterneuburg bei Wien
5245			4.831944	46.306667			Mâcon
5246			5.781229	45.847622			Culoz
5248			29.928329	-2.625744			Ruanda-Urundi, Rwanda-Urundi
5249			27.45	-7.3			Manono
5250			22.448833	-5.897			Luluabourg
5251	Stadt in der Demokratischen Republik Kongo		13.483333	-5.816667			Matadi
5255							Mau-Mau
5256			25.2	0.516667			Kisangani, Stanleyville
5257			29.84391	1.439148			Irumu
5258			29.18558	-2.044843			Kivu, Kiwu
5259			29.220455	-1.658501			Goma
5260			28.866667	-2.5			Bukavu, Bukawu
5261			-4	54			Iles britanniques
5262			8.56798	47.54915			Teufen ZH
5263	BRD		12.881588	47.730335			Bad-Reichenhall
5264							Mitteldeutschland
5265			13.377704	52.516273			Brandenburger Tor
5266			9.18026	47.6442			Kreuzlingen TG, Kreuzlingen
5267			7.057066	48.99247			Elsass-Lothringen, Alsace-Lorraine
5281			36.2851	54.551857			Kaluga
5282			42.08256	51.368095			Borissoglebsa
5283			39.88447	57.626076			Jaroslaw (Bezirk), Jaroslawl, Iaroslav
5321							
5323			-72.12064	-36.626423			Berber, Berbères
5324			13.344671	42.94301			Monteforno
5325			9.74379	47.4124			Dornbirn
5341			128.60144	35.871437			Taegu
5361			8.573265	47.651585			Jestetten
5362			102.71	25.045807			Yünnan
5363			129.5	42.9			Yenki
5364			152.2977	-4.342414			Takubar
5381			28.24	-25.72			Transvaal
5382			8.166245	47.079567	Luzern (Kanton)	Lucerne (Canton)	Lucerne, LU, Lucerna (Cantone)
5383			8.818667	47.22432			Rapperswil, Rapperswil (ZH)
5384			8.396297	47.000965			Hammetschwand
5385			9.501077	47.237083			Salez, Salez (SG)
5401			7.495905	47.601643			Blötzheim
5402			1.261105	45.83362			Limoges
5405			9.501179	47.008194			Bad Ragaz GR, Bad Ragaz
5421			21.3	40.583332			Vitsi, Vitsi (Massif du)
5422			21.265556	40.517222			Castoria, Kastoria, Καστοριά 
5423			21.107222	39.594444			Epire moyen
5461			7.175	46.15			Saxon
5481			16.760645	48.542847			Zistersdorf
5482			15.069517	48.190228			Ibbs-Persenbeug
5483			13.007502	47.793682			Salzburg (Land)
5522			6.33969	46.46123			Rolle
5524			8.853235	47.260056			Rüti ZH
5525			8.0018	47.37274			Schönenwerd
5526			10.629686	44.698994			Reggio Emilia
5541			-77.19453	41.203323			Pensylvania, Pensylvanie
5542			-77.03342	38.905987			District of Columbia, D.C., District de Columbia
5543			7.943937	47.2928			Zofingen AG, Zofingue
5561			8.25689	47.5318			Würenlingen AG, Würenlingen
5581			6.271175	46.42064			Gland
5601			-76.650246	40.285923			Hershey
5621			-71.23561	42.376484			Waltham (Massachusetts), Waltham
5622			-77.611389	43.165556			Rochester (USA), Rochester
5641			127.749023	26.332807			Riu Kiu
5642							Bonin
5661			-65.390282	-10.382129			Rio Beni
5662	Pérou		-68.0019	-18.473055			Altiplano
5681			8.355395	36.222927			Sakiet, Sakiet-Sidi-Youssef
5701			108.94018	34.341568			Sian
5721			-80.303611	37.793889			White Sulphur Springs, White Sulphur Springs (USA)
5722			-80.4549	38.597626			West Virginia, West Virginia (USA)
5723			97.42631	34.811516			Gelber Fluss, Yellow River, Fleuve Jaune, Fiume Giallo, Hoang Ho
5724							Tusal, Tusal (Nepal)
5725			85.5	28.25			Langtang, Langtang (Népal)
5726			85.51667	27.633333			Banepa, Banepa (Népal)
5727			86.27	27.58			Those, Those (Népal)
5728							Yiri Kimpti, Yiri Kimpti (Népal)
5729			10.920087	44.648838			Modène, Modena
